Year,Grade_Level,Assessment,Program,Board,Sex,Adaptation,IPP,Exemption,Eligible,Math_Score,Math_Level
2013-14,6,M,English,HRSB,M,,,,Yes,643,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,648,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,619,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,756,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,495,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,573,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,461,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,334,Level 1
2012-13,6,M,English,HRSB,M,,,,Yes,678,Level 4
2013-14,6,M,English,CCRSB,M,,,,Yes,524,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,492,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,616,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,355,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,561,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,613,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,598,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,767,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,585,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,494,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,633,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,544,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,342,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,462,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,615,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,534,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,543,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,292,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,588,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,497,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,530,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,539,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,520,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,467,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,593,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,646,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,457,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,434,Level 2
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,615,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,487,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,457,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,581,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,514,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,536,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,413,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,618,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,657,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,684,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,665,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,478,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,628,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,659,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,563,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,459,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,765,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,618,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,569,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,326,Level 1
2013-14,6,M,English,SRSB,M,,,,Yes,435,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,547,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,450,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,443,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,484,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,587,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,557,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,593,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,592,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,482,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,607,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,582,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,618,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,430,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,503,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,484,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,514,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,476,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,600,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,549,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,570,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,593,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,702,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,504,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,556,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,416,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,294,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,513,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,615,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,540,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,468,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,517,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,537,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,509,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,408,Level 2
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,484,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,548,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,509,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,606,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,544,Level 3
2012-13,6,M,French Immersion,HRSB,M,,,,Yes,697,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,347,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,349,Level 1
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,553,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,600,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,479,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,678,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,574,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,361,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,527,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,703,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,709,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,428,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,427,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,513,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,655,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,609,Level 3
2013-14,6,M,English,CCRSB,M,,,,Yes,480,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,574,Level 3
2012-13,6,M,French Immersion,HRSB,F,,,,Yes,514,Level 3
2012-13,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,493,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,462,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,631,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,504,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,652,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,669,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,570,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,533,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,518,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,415,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,530,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,487,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,598,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,577,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,589,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,640,Level 4
2013-14,6,M,English,SSRSB,F,,,,Yes,617,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,754,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,607,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,611,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,460,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,605,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,652,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,459,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2012-13,6,M,English,HRSB,M,,,,Yes,762,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,616,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,394,Level 2
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,483,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,602,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,479,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,449,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,568,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,418,Level 2
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,323,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,557,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,447,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,439,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,563,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,490,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,488,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,453,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,498,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,574,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,612,Level 3
2013-14,6,M,English,HRSB,F,Yes,,,Yes,480,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,569,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,509,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,614,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,522,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,313,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,382,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,528,Level 3
2013-14,6,M,English,AVRSB,F,,,,Yes,438,Level 2
2013-14,6,M,English,AVRSB,M,,,,Yes,608,Level 3
2013-14,6,M,English,AVRSB,M,,,,Yes,719,Level 4
2013-14,6,M,English,AVRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,540,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,567,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,576,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,487,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,517,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,518,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,425,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,535,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,498,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,462,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,635,Level 4
2013-14,6,M,English,AVRSB,M,,,,Yes,456,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,403,Level 2
2013-14,6,M,English,CCRSB,M,,,,Yes,462,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,640,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,572,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,479,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,665,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,621,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,503,Level 3
2013-14,6,M,English,CBVRSB,M,,,,Yes,289,Level 1
2013-14,6,M,English,SSRSB,F,,,,Yes,415,Level 2
2013-14,6,M,English,CBVRSB,F,,,,Yes,362,Level 1
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,336,Level 1
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,426,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,448,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,496,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,513,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,488,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,615,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,496,Level 3
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,621,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,656,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,425,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,535,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,574,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,638,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,553,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,373,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,592,Level 3
2013-14,6,M,English,HRSB,M,Yes,,,Yes,380,Level 2
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,553,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,465,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,502,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,368,Level 1
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,625,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,368,Level 1
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,667,Level 4
2013-14,6,M,French Immersion,HRSB,M,Yes,,,Yes,317,Level 1
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,491,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,441,Level 2
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,584,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,374,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,491,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,648,Level 4
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,553,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,327,Level 1
2013-14,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,510,Level 3
2013-14,6,M,English,CBVRSB,F,,,,Yes,496,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,478,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,570,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,633,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,489,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,375,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,668,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,420,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,571,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,574,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,453,Level 3
2013-14,6,M,English,HRSB,F,,,Yes,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,462,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,378,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,538,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,M,,,,Yes,468,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,618,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,438,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,577,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,628,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,511,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,464,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,522,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,379,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,360,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,561,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,573,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,414,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,523,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,505,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,425,Level 2
2014-15,6,M,English,HRSB,M,Yes,,,Yes,540,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,496,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,449,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,484,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,579,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,557,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,512,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,685,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,489,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,652,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,734,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,468,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,564,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,593,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,577,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,587,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,478,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,471,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,556,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,498,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,651,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,421,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,480,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,397,Level 2
2013-14,6,M,English,SSRSB,M,,,,Yes,263,Level 1
2013-14,6,M,French Immersion,SSRSB,F,,,,Yes,239,Level 1
2013-14,6,M,English,SSRSB,F,,,,Yes,468,Level 3
2013-14,6,M,English,SSRSB,M,Yes,,,Yes,399,Level 2
2013-14,6,M,English,SSRSB,F,,,,Yes,497,Level 3
2013-14,6,M,English,AVRSB,M,,,,Yes,504,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,415,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,479,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,544,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,587,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,355,Level 1
2014-15,6,M,English,HRSB,F,,,,Yes,367,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,563,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,412,Level 2
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,551,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,646,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,435,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,491,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,625,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,710,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,613,Level 3
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,540,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,463,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,511,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,379,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,449,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,597,Level 3
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,SRSB,M,,,,Yes,422,Level 2
2013-14,6,M,English,HRSB,M,,,,Yes,533,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,398,Level 2
2013-14,6,M,English,CCRSB,F,,,,Yes,621,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,721,Level 4
2013-14,6,M,English,CCRSB,F,,,,Yes,663,Level 4
2013-14,6,M,English,CCRSB,F,,,,Yes,586,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,609,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,619,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,639,Level 4
2013-14,6,M,English,CCRSB,M,,,,Yes,618,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,547,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,508,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,600,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,496,Level 3
2013-14,6,M,French Immersion,HRSB,M,Yes,,,Yes,560,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,651,Level 4
2013-14,6,M,English,HRSB,M,,,,Yes,576,Level 3
2013-14,6,M,French Immersion,HRSB,M,,,,Yes,743,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,520,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,547,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,602,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,452,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,628,Level 4
2013-14,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,HRSB,F,,,,Yes,527,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,707,Level 4
2013-14,6,M,English,HRSB,F,Yes,,,Yes,347,Level 1
2013-14,6,M,English,HRSB,F,Yes,,,Yes,351,Level 1
2013-14,6,M,English,HRSB,M,,,,Yes,628,Level 4
2013-14,6,M,English,HRSB,F,,,,Yes,424,Level 2
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,584,Level 3
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,SRSB,F,Yes,,,Yes,508,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,542,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,508,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,523,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,512,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,609,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,584,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,516,Level 3
2013-14,6,M,English,SRSB,M,Yes,,,Yes,516,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,561,Level 3
2013-14,6,M,English,SRSB,F,Yes,,,Yes,474,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,430,Level 2
2013-14,6,M,English,SRSB,M,,,,Yes,454,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,539,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,493,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,520,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,479,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,446,Level 3
2013-14,6,M,French Immersion,SSRSB,M,,,,Yes,455,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,473,Level 3
2013-14,6,M,French Immersion,SSRSB,F,,,,Yes,438,Level 2
2013-14,6,M,English,SSRSB,M,,,,Yes,522,Level 3
2013-14,6,M,French Immersion,SSRSB,M,,,,Yes,546,Level 3
2013-14,6,M,English,SSRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,English,SSRSB,F,,,,Yes,436,Level 2
2013-14,6,M,English,SRSB,F,,,,Yes,617,Level 3
2013-14,6,M,English,SRSB,F,Yes,,,Yes,417,Level 2
2013-14,6,M,English,SRSB,M,Yes,,,Yes,363,Level 1
2013-14,6,M,English,SRSB,F,,,,Yes,546,Level 3
2013-14,6,M,English,CCRSB,F,,,,Yes,427,Level 2
2013-14,6,M,English,SRSB,M,Yes,,,Yes,492,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,550,Level 3
2013-14,6,M,English,SRSB,M,,,,Yes,504,Level 3
2013-14,6,M,English,SRSB,F,Yes,,,Yes,567,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,631,Level 4
2013-14,6,M,English,SRSB,F,,,,Yes,538,Level 3
2013-14,6,M,English,SRSB,F,,,,Yes,598,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,474,Level 3
2013-14,6,M,French Immersion,SSRSB,M,,,,Yes,478,Level 3
2013-14,6,M,French Immersion,SSRSB,M,,,,Yes,496,Level 3
2013-14,6,M,French Immersion,SSRSB,F,,,,Yes,560,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,348,Level 1
2013-14,6,M,English,SSRSB,F,,Yes,,No,,Did not participate
2013-14,6,M,French Immersion,SSRSB,F,,,,Yes,588,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,499,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,543,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,537,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,555,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,418,Level 2
2013-14,6,M,French Immersion,SSRSB,F,,,,Yes,490,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,565,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,442,Level 2
2013-14,6,M,English,SSRSB,F,,,,Yes,343,Level 1
2013-14,6,M,English,CCRSB,M,,,,Yes,594,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,393,Level 2
2013-14,6,M,French Immersion,SSRSB,M,,,,Yes,546,Level 3
2013-14,6,M,English,SSRSB,F,,,,Yes,495,Level 3
